Notes,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Age Groups,Age Groups Code,Sex,Sex Code,Count,Population,Crude Rate
,Colon and Rectum,21041-21052,Arizona,4,2018,2018,40-44 years,40-44,Female,F,51,209774,24.3
,Colon and Rectum,21041-21052,Arizona,4,2018,2018,45-49 years,45-49,Female,F,60,216204,27.8
,Colon and Rectum,21041-21052,Arizona,4,2018,2018,50-54 years,50-54,Female,F,94,212183,44.3
,Colon and Rectum,21041-21052,Arizona,4,2018,2018,55-59 years,55-59,Female,F,107,227767,47
,Colon and Rectum,21041-21052,Arizona,4,2018,2018,60-64 years ,60-64,Female,F,130,224349,57.9
,Colon and Rectum,21041-21052,Arizona,4,2018,2018,65-69 years,65-69,Female,F,161,208318,77.3
,Colon and Rectum,21041-21052,Arizona,4,2018,2018,70-74 years,70-74,Female,F,191,178478,107
,Colon and Rectum,21041-21052,Arizona,4,2018,2018,75-79 years,75-79,Female,F,170,127735,133.1
,Colon and Rectum,21041-21052,Arizona,4,2018,2018,80-84 years,80-84,Female,F,106,80665,131.4
,Colon and Rectum,21041-21052,Arizona,4,2018,2018,85+ years,85+,Female,F,167,84024,198.8
,Colon and Rectum,21041-21052,Arkansas,5,2018,2018,45-49 years,45-49,Female,F,25,93351,26.8
,Colon and Rectum,21041-21052,Arkansas,5,2018,2018,50-54 years,50-54,Female,F,59,93735,62.9
,Colon and Rectum,21041-21052,Arkansas,5,2018,2018,55-59 years,55-59,Female,F,81,101612,79.7
,Colon and Rectum,21041-21052,Arkansas,5,2018,2018,60-64 years ,60-64,Female,F,97,97622,99.4
,Colon and Rectum,21041-21052,Arkansas,5,2018,2018,65-69 years,65-69,Female,F,100,86261,115.9
,Colon and Rectum,21041-21052,Arkansas,5,2018,2018,70-74 years,70-74,Female,F,104,71161,146.1
,Colon and Rectum,21041-21052,Arkansas,5,2018,2018,75-79 years,75-79,Female,F,91,52169,174.4
,Colon and Rectum,21041-21052,Arkansas,5,2018,2018,80-84 years,80-84,Female,F,77,35193,218.8
,Colon and Rectum,21041-21052,Arkansas,5,2018,2018,85+ years,85+,Female,F,69,38386,179.8
,Colon and Rectum,21041-21052,California,6,2018,2018,15-19 years,15-19,Female,F,18,1244599,1.4
,Colon and Rectum,21041-21052,California,6,2018,2018,20-24 years,20-24,Female,F,25,1309503,1.9
,Colon and Rectum,21041-21052,California,6,2018,2018,25-29 years,25-29,Female,F,49,1508473,3.2
,Colon and Rectum,21041-21052,California,6,2018,2018,30-34 years,30-34,Female,F,82,1411558,5.8
,Colon and Rectum,21041-21052,California,6,2018,2018,35-39 years,35-39,Female,F,147,1352266,10.9
,Colon and Rectum,21041-21052,California,6,2018,2018,40-44 years,40-44,Female,F,199,1242502,16
,Colon and Rectum,21041-21052,California,6,2018,2018,45-49 years,45-49,Female,F,369,1282226,28.8
,Colon and Rectum,21041-21052,California,6,2018,2018,50-54 years,50-54,Female,F,596,1251079,47.6
,Colon and Rectum,21041-21052,California,6,2018,2018,55-59 years,55-59,Female,F,665,1277279,52.1
,Colon and Rectum,21041-21052,California,6,2018,2018,60-64 years ,60-64,Female,F,808,1168986,69.1
,Colon and Rectum,21041-21052,California,6,2018,2018,65-69 years,65-69,Female,F,810,978836,82.8
,Colon and Rectum,21041-21052,California,6,2018,2018,70-74 years,70-74,Female,F,810,769806,105.2
,Colon and Rectum,21041-21052,California,6,2018,2018,75-79 years,75-79,Female,F,706,540682,130.6
,Colon and Rectum,21041-21052,California,6,2018,2018,80-84 years,80-84,Female,F,722,380970,189.5
,Colon and Rectum,21041-21052,California,6,2018,2018,85+ years,85+,Female,F,975,463829,210.2
,Colon and Rectum,21041-21052,Colorado,8,2018,2018,35-39 years,35-39,Female,F,27,201824,13.4
,Colon and Rectum,21041-21052,Colorado,8,2018,2018,40-44 years,40-44,Female,F,32,177660,18
,Colon and Rectum,21041-21052,Colorado,8,2018,2018,45-49 years,45-49,Female,F,49,179405,27.3
,Colon and Rectum,21041-21052,Colorado,8,2018,2018,50-54 years,50-54,Female,F,66,171062,38.6
,Colon and Rectum,21041-21052,Colorado,8,2018,2018,55-59 years,55-59,Female,F,90,187592,48
,Colon and Rectum,21041-21052,Colorado,8,2018,2018,60-64 years ,60-64,Female,F,89,176783,50.3
,Colon and Rectum,21041-21052,Colorado,8,2018,2018,65-69 years,65-69,Female,F,87,149767,58.1
,Colon and Rectum,21041-21052,Colorado,8,2018,2018,70-74 years,70-74,Female,F,114,111105,102.6
,Colon and Rectum,21041-21052,Colorado,8,2018,2018,75-79 years,75-79,Female,F,108,72801,148.3
,Colon and Rectum,21041-21052,Colorado,8,2018,2018,80-84 years,80-84,Female,F,86,47967,179.3
,Colon and Rectum,21041-21052,Colorado,8,2018,2018,85+ years,85+,Female,F,119,56005,212.5
,Colon and Rectum,21041-21052,Connecticut,9,2018,2018,35-39 years,35-39,Female,F,17,110874,15.3
,Colon and Rectum,21041-21052,Connecticut,9,2018,2018,40-44 years,40-44,Female,F,19,105177,18.1
,Colon and Rectum,21041-21052,Connecticut,9,2018,2018,45-49 years,45-49,Female,F,33,121425,27.2
,Colon and Rectum,21041-21052,Connecticut,9,2018,2018,50-54 years,50-54,Female,F,72,134080,53.7
,Colon and Rectum,21041-21052,Connecticut,9,2018,2018,55-59 years,55-59,Female,F,76,139189,54.6
,Colon and Rectum,21041-21052,Connecticut,9,2018,2018,60-64 years ,60-64,Female,F,64,125449,51
,Colon and Rectum,21041-21052,Connecticut,9,2018,2018,65-69 years,65-69,Female,F,79,100828,78.4
,Colon and Rectum,21041-21052,Connecticut,9,2018,2018,70-74 years,70-74,Female,F,88,83127,105.9
,Colon and Rectum,21041-21052,Connecticut,9,2018,2018,75-79 years,75-79,Female,F,107,60142,177.9
,Colon and Rectum,21041-21052,Connecticut,9,2018,2018,80-84 years,80-84,Female,F,87,42582,204.3
,Colon and Rectum,21041-21052,Connecticut,9,2018,2018,85+ years,85+,Female,F,127,60183,211
,Colon and Rectum,21041-21052,Delaware,10,2018,2018,45-49 years,45-49,Female,F,16,30164,53
,Colon and Rectum,21041-21052,Delaware,10,2018,2018,50-54 years,50-54,Female,F,22,33486,65.7
,Colon and Rectum,21041-21052,Delaware,10,2018,2018,55-59 years,55-59,Female,F,19,36232,52.4
,Colon and Rectum,21041-21052,Delaware,10,2018,2018,60-64 years ,60-64,Female,F,25,35773,69.9
,Colon and Rectum,21041-21052,Delaware,10,2018,2018,65-69 years,65-69,Female,F,38,32319,117.6
,Colon and Rectum,21041-21052,Delaware,10,2018,2018,70-74 years,70-74,Female,F,19,26267,72.3
,Colon and Rectum,21041-21052,Delaware,10,2018,2018,75-79 years,75-79,Female,F,30,18042,166.3
,Colon and Rectum,21041-21052,Delaware,10,2018,2018,80-84 years,80-84,Female,F,21,11443,183.5
,Colon and Rectum,21041-21052,Delaware,10,2018,2018,85+ years,85+,Female,F,29,12607,230
,Colon and Rectum,21041-21052,District of Columbia,11,2018,2018,65-69 years,65-69,Female,F,17,15901,106.9
,Colon and Rectum,21041-21052,District of Columbia,11,2018,2018,85+ years,85+,Female,F,24,8080,297
,Colon and Rectum,21041-21052,Florida,12,2018,2018,25-29 years,25-29,Female,F,18,702633,2.6
,Colon and Rectum,21041-21052,Florida,12,2018,2018,30-34 years,30-34,Female,F,45,667364,6.7
,Colon and Rectum,21041-21052,Florida,12,2018,2018,35-39 years,35-39,Female,F,73,658948,11.1
,Colon and Rectum,21041-21052,Florida,12,2018,2018,40-44 years,40-44,Female,F,124,632245,19.6
,Colon and Rectum,21041-21052,Florida,12,2018,2018,45-49 years,45-49,Female,F,207,684212,30.3
,Colon and Rectum,21041-21052,Florida,12,2018,2018,50-54 years,50-54,Female,F,369,713099,51.7
,Colon and Rectum,21041-21052,Florida,12,2018,2018,55-59 years,55-59,Female,F,460,762358,60.3
,Colon and Rectum,21041-21052,Florida,12,2018,2018,60-64 years ,60-64,Female,F,494,735173,67.2
,Colon and Rectum,21041-21052,Florida,12,2018,2018,65-69 years,65-69,Female,F,662,681922,97.1
,Colon and Rectum,21041-21052,Florida,12,2018,2018,70-74 years,70-74,Female,F,634,600543,105.6
,Colon and Rectum,21041-21052,Florida,12,2018,2018,75-79 years,75-79,Female,F,611,450580,135.6
,Colon and Rectum,21041-21052,Florida,12,2018,2018,80-84 years,80-84,Female,F,520,307954,168.9
,Colon and Rectum,21041-21052,Florida,12,2018,2018,85+ years,85+,Female,F,675,343183,196.7
,Colon and Rectum,21041-21052,Georgia,13,2018,2018,30-34 years,30-34,Female,F,24,358883,6.7
,Colon and Rectum,21041-21052,Georgia,13,2018,2018,35-39 years,35-39,Female,F,40,364400,11
,Colon and Rectum,21041-21052,Georgia,13,2018,2018,40-44 years,40-44,Female,F,85,345939,24.6
,Colon and Rectum,21041-21052,Georgia,13,2018,2018,45-49 years,45-49,Female,F,112,369829,30.3
,Colon and Rectum,21041-21052,Georgia,13,2018,2018,50-54 years,50-54,Female,F,208,355946,58.4
,Colon and Rectum,21041-21052,Georgia,13,2018,2018,55-59 years,55-59,Female,F,207,354617,58.4
,Colon and Rectum,21041-21052,Georgia,13,2018,2018,60-64 years ,60-64,Female,F,263,319813,82.2
,Colon and Rectum,21041-21052,Georgia,13,2018,2018,65-69 years,65-69,Female,F,306,272167,112.4
,Colon and Rectum,21041-21052,Georgia,13,2018,2018,70-74 years,70-74,Female,F,253,215369,117.5
,Colon and Rectum,21041-21052,Georgia,13,2018,2018,75-79 years,75-79,Female,F,200,145780,137.2
,Colon and Rectum,21041-21052,Georgia,13,2018,2018,80-84 years,80-84,Female,F,208,93811,221.7
,Colon and Rectum,21041-21052,Georgia,13,2018,2018,85+ years,85+,Female,F,177,96877,182.7
,Colon and Rectum,21041-21052,Hawaii,15,2018,2018,45-49 years,45-49,Female,F,17,42592,39.9
,Colon and Rectum,21041-21052,Hawaii,15,2018,2018,50-54 years,50-54,Female,F,18,43048,41.8
,Colon and Rectum,21041-21052,Hawaii,15,2018,2018,55-59 years,55-59,Female,F,23,46134,49.9
,Colon and Rectum,21041-21052,Hawaii,15,2018,2018,60-64 years ,60-64,Female,F,36,46309,77.7
,Colon and Rectum,21041-21052,Hawaii,15,2018,2018,65-69 years,65-69,Female,F,35,42620,82.1
,Colon and Rectum,21041-21052,Hawaii,15,2018,2018,70-74 years,70-74,Female,F,24,34515,69.5
,Colon and Rectum,21041-21052,Hawaii,15,2018,2018,75-79 years,75-79,Female,F,26,22719,114.4
,Colon and Rectum,21041-21052,Hawaii,15,2018,2018,80-84 years,80-84,Female,F,25,16561,151
,Colon and Rectum,21041-21052,Hawaii,15,2018,2018,85+ years,85+,Female,F,58,26765,216.7
,Colon and Rectum,21041-21052,Idaho,16,2018,2018,45-49 years,45-49,Female,F,18,50392,35.7
,Colon and Rectum,21041-21052,Idaho,16,2018,2018,50-54 years,50-54,Female,F,29,49001,59.2
,Colon and Rectum,21041-21052,Idaho,16,2018,2018,55-59 years,55-59,Female,F,21,55308,38
,Colon and Rectum,21041-21052,Idaho,16,2018,2018,60-64 years ,60-64,Female,F,28,54751,51.1
,Colon and Rectum,21041-21052,Idaho,16,2018,2018,65-69 years,65-69,Female,F,43,48365,88.9
,Colon and Rectum,21041-21052,Idaho,16,2018,2018,70-74 years,70-74,Female,F,36,37480,96.1
,Colon and Rectum,21041-21052,Idaho,16,2018,2018,75-79 years,75-79,Female,F,41,25998,157.7
,Colon and Rectum,21041-21052,Idaho,16,2018,2018,80-84 years,80-84,Female,F,27,16211,166.6
,Colon and Rectum,21041-21052,Idaho,16,2018,2018,85+ years,85+,Female,F,46,17662,260.4
,Colon and Rectum,21041-21052,Illinois,17,2018,2018,30-34 years,30-34,Female,F,36,428166,8.4
,Colon and Rectum,21041-21052,Illinois,17,2018,2018,35-39 years,35-39,Female,F,50,426589,11.7
,Colon and Rectum,21041-21052,Illinois,17,2018,2018,40-44 years,40-44,Female,F,72,392142,18.4
,Colon and Rectum,21041-21052,Illinois,17,2018,2018,45-49 years,45-49,Female,F,127,412101,30.8
,Colon and Rectum,21041-21052,Illinois,17,2018,2018,50-54 years,50-54,Female,F,244,415869,58.7
,Colon and Rectum,21041-21052,Illinois,17,2018,2018,55-59 years,55-59,Female,F,244,443789,55
,Colon and Rectum,21041-21052,Illinois,17,2018,2018,60-64 years ,60-64,Female,F,345,413648,83.4
,Colon and Rectum,21041-21052,Illinois,17,2018,2018,65-69 years,65-69,Female,F,346,343373,100.8
,Colon and Rectum,21041-21052,Illinois,17,2018,2018,70-74 years,70-74,Female,F,369,266233,138.6
,Colon and Rectum,21041-21052,Illinois,17,2018,2018,75-79 years,75-79,Female,F,341,196163,173.8
,Colon and Rectum,21041-21052,Illinois,17,2018,2018,80-84 years,80-84,Female,F,315,138556,227.3
,Colon and Rectum,21041-21052,Illinois,17,2018,2018,85+ years,85+,Female,F,445,175970,252.9
,Colon and Rectum,21041-21052,Indiana,18,2018,2018,35-39 years,35-39,Female,F,32,213471,15
,Colon and Rectum,21041-21052,Indiana,18,2018,2018,40-44 years,40-44,Female,F,36,198630,18.1
,Colon and Rectum,21041-21052,Indiana,18,2018,2018,45-49 years,45-49,Female,F,73,209497,34.8
,Colon and Rectum,21041-21052,Indiana,18,2018,2018,50-54 years,50-54,Female,F,115,212156,54.2
,Colon and Rectum,21041-21052,Indiana,18,2018,2018,55-59 years,55-59,Female,F,114,230466,49.5
,Colon and Rectum,21041-21052,Indiana,18,2018,2018,60-64 years ,60-64,Female,F,191,217674,87.7
,Colon and Rectum,21041-21052,Indiana,18,2018,2018,65-69 years,65-69,Female,F,183,184165,99.4
,Colon and Rectum,21041-21052,Indiana,18,2018,2018,70-74 years,70-74,Female,F,178,142042,125.3
,Colon and Rectum,21041-21052,Indiana,18,2018,2018,75-79 years,75-79,Female,F,201,103116,194.9
,Colon and Rectum,21041-21052,Indiana,18,2018,2018,80-84 years,80-84,Female,F,148,71943,205.7
,Colon and Rectum,21041-21052,Indiana,18,2018,2018,85+ years,85+,Female,F,196,86500,226.6
,Colon and Rectum,21041-21052,Iowa,19,2018,2018,40-44 years,40-44,Female,F,26,87298,29.8
,Colon and Rectum,21041-21052,Iowa,19,2018,2018,45-49 years,45-49,Female,F,28,90074,31.1
,Colon and Rectum,21041-21052,Iowa,19,2018,2018,50-54 years,50-54,Female,F,42,94238,44.6
,Colon and Rectum,21041-21052,Iowa,19,2018,2018,55-59 years,55-59,Female,F,60,108152,55.5
,Colon and Rectum,21041-21052,Iowa,19,2018,2018,60-64 years ,60-64,Female,F,70,103009,68
,Colon and Rectum,21041-21052,Iowa,19,2018,2018,65-69 years,65-69,Female,F,76,88190,86.2
,Colon and Rectum,21041-21052,Iowa,19,2018,2018,70-74 years,70-74,Female,F,79,67225,117.5
,Colon and Rectum,21041-21052,Iowa,19,2018,2018,75-79 years,75-79,Female,F,101,50633,199.5
,Colon and Rectum,21041-21052,Iowa,19,2018,2018,80-84 years,80-84,Female,F,102,38737,263.3
,Colon and Rectum,21041-21052,Iowa,19,2018,2018,85+ years,85+,Female,F,161,52181,308.5
,Colon and Rectum,21041-21052,Kansas,20,2018,2018,45-49 years,45-49,Female,F,34,83193,40.9
,Colon and Rectum,21041-21052,Kansas,20,2018,2018,50-54 years,50-54,Female,F,66,84510,78.1
,Colon and Rectum,21041-21052,Kansas,20,2018,2018,55-59 years,55-59,Female,F,50,97985,51
,Colon and Rectum,21041-21052,Kansas,20,2018,2018,60-64 years ,60-64,Female,F,74,93077,79.5
,Colon and Rectum,21041-21052,Kansas,20,2018,2018,65-69 years,65-69,Female,F,60,77529,77.4
,Colon and Rectum,21041-21052,Kansas,20,2018,2018,70-74 years,70-74,Female,F,75,59240,126.6
,Colon and Rectum,21041-21052,Kansas,20,2018,2018,75-79 years,75-79,Female,F,65,42931,151.4
,Colon and Rectum,21041-21052,Kansas,20,2018,2018,80-84 years,80-84,Female,F,84,31869,263.6
,Colon and Rectum,21041-21052,Kansas,20,2018,2018,85+ years,85+,Female,F,75,42414,176.8
,Colon and Rectum,21041-21052,Kentucky,21,2018,2018,35-39 years,35-39,Female,F,21,141985,14.8
,Colon and Rectum,21041-21052,Kentucky,21,2018,2018,40-44 years,40-44,Female,F,32,134676,23.8
,Colon and Rectum,21041-21052,Kentucky,21,2018,2018,45-49 years,45-49,Female,F,58,143569,40.4
,Colon and Rectum,21041-21052,Kentucky,21,2018,2018,50-54 years,50-54,Female,F,105,147897,71
,Colon and Rectum,21041-21052,Kentucky,21,2018,2018,55-59 years,55-59,Female,F,125,158673,78.8
,Colon and Rectum,21041-21052,Kentucky,21,2018,2018,60-64 years ,60-64,Female,F,134,151051,88.7
,Colon and Rectum,21041-21052,Kentucky,21,2018,2018,65-69 years,65-69,Female,F,159,129301,123
,Colon and Rectum,21041-21052,Kentucky,21,2018,2018,70-74 years,70-74,Female,F,172,101801,169
,Colon and Rectum,21041-21052,Kentucky,21,2018,2018,75-79 years,75-79,Female,F,133,72668,183
,Colon and Rectum,21041-21052,Kentucky,21,2018,2018,80-84 years,80-84,Female,F,118,48952,241.1
,Colon and Rectum,21041-21052,Kentucky,21,2018,2018,85+ years,85+,Female,F,130,53733,241.9
,Colon and Rectum,21041-21052,Louisiana,22,2018,2018,35-39 years,35-39,Female,F,26,158835,16.4
,Colon and Rectum,21041-21052,Louisiana,22,2018,2018,40-44 years,40-44,Female,F,34,137007,24.8
,Colon and Rectum,21041-21052,Louisiana,22,2018,2018,45-49 years,45-49,Female,F,67,140956,47.5
,Colon and Rectum,21041-21052,Louisiana,22,2018,2018,50-54 years,50-54,Female,F,103,148538,69.3
,Colon and Rectum,21041-21052,Louisiana,22,2018,2018,55-59 years,55-59,Female,F,118,162521,72.6
,Colon and Rectum,21041-21052,Louisiana,22,2018,2018,60-64 years ,60-64,Female,F,140,154516,90.6
,Colon and Rectum,21041-21052,Louisiana,22,2018,2018,65-69 years,65-69,Female,F,190,129471,146.8
,Colon and Rectum,21041-21052,Louisiana,22,2018,2018,70-74 years,70-74,Female,F,145,100206,144.7
,Colon and Rectum,21041-21052,Louisiana,22,2018,2018,75-79 years,75-79,Female,F,117,71291,164.1
,Colon and Rectum,21041-21052,Louisiana,22,2018,2018,80-84 years,80-84,Female,F,99,49222,201.1
,Colon and Rectum,21041-21052,Louisiana,22,2018,2018,85+ years,85+,Female,F,94,53158,176.8
,Colon and Rectum,21041-21052,Maine,23,2018,2018,50-54 years,50-54,Female,F,28,48355,57.9
,Colon and Rectum,21041-21052,Maine,23,2018,2018,55-59 years,55-59,Female,F,21,55207,38
,Colon and Rectum,21041-21052,Maine,23,2018,2018,60-64 years ,60-64,Female,F,25,54410,45.9
,Colon and Rectum,21041-21052,Maine,23,2018,2018,65-69 years,65-69,Female,F,39,47872,81.5
,Colon and Rectum,21041-21052,Maine,23,2018,2018,70-74 years,70-74,Female,F,33,37134,88.9
,Colon and Rectum,21041-21052,Maine,23,2018,2018,75-79 years,75-79,Female,F,46,25750,178.6
,Colon and Rectum,21041-21052,Maine,23,2018,2018,80-84 years,80-84,Female,F,38,18018,210.9
,Colon and Rectum,21041-21052,Maine,23,2018,2018,85+ years,85+,Female,F,50,21739,230
,Colon and Rectum,21041-21052,Maryland,24,2018,2018,35-39 years,35-39,Female,F,21,208563,10.1
,Colon and Rectum,21041-21052,Maryland,24,2018,2018,40-44 years,40-44,Female,F,36,188067,19.1
,Colon and Rectum,21041-21052,Maryland,24,2018,2018,45-49 years,45-49,Female,F,85,206119,41.2
,Colon and Rectum,21041-21052,Maryland,24,2018,2018,50-54 years,50-54,Female,F,129,219605,58.7
,Colon and Rectum,21041-21052,Maryland,24,2018,2018,55-59 years,55-59,Female,F,132,226072,58.4
,Colon and Rectum,21041-21052,Maryland,24,2018,2018,60-64 years ,60-64,Female,F,132,201054,65.7
,Colon and Rectum,21041-21052,Maryland,24,2018,2018,65-69 years,65-69,Female,F,142,166371,85.4
,Colon and Rectum,21041-21052,Maryland,24,2018,2018,70-74 years,70-74,Female,F,136,131206,103.7
,Colon and Rectum,21041-21052,Maryland,24,2018,2018,75-79 years,75-79,Female,F,144,92037,156.5
,Colon and Rectum,21041-21052,Maryland,24,2018,2018,80-84 years,80-84,Female,F,135,61699,218.8
,Colon and Rectum,21041-21052,Maryland,24,2018,2018,85+ years,85+,Female,F,150,77534,193.5
,Colon and Rectum,21041-21052,Massachusetts,25,2018,2018,40-44 years,40-44,Female,F,31,204345,15.2
,Colon and Rectum,21041-21052,Massachusetts,25,2018,2018,45-49 years,45-49,Female,F,79,228119,34.6
,Colon and Rectum,21041-21052,Massachusetts,25,2018,2018,50-54 years,50-54,Female,F,147,246079,59.7
,Colon and Rectum,21041-21052,Massachusetts,25,2018,2018,55-59 years,55-59,Female,F,104,253596,41
,Colon and Rectum,21041-21052,Massachusetts,25,2018,2018,60-64 years ,60-64,Female,F,115,233471,49.3
,Colon and Rectum,21041-21052,Massachusetts,25,2018,2018,65-69 years,65-69,Female,F,153,195380,78.3
,Colon and Rectum,21041-21052,Massachusetts,25,2018,2018,70-74 years,70-74,Female,F,143,155284,92.1
,Colon and Rectum,21041-21052,Massachusetts,25,2018,2018,75-79 years,75-79,Female,F,159,108987,145.9
,Colon and Rectum,21041-21052,Massachusetts,25,2018,2018,80-84 years,80-84,Female,F,119,78252,152.1
,Colon and Rectum,21041-21052,Massachusetts,25,2018,2018,85+ years,85+,Female,F,233,105609,220.6
,Colon and Rectum,21041-21052,Michigan,26,2018,2018,30-34 years,30-34,Female,F,23,297806,7.7
,Colon and Rectum,21041-21052,Michigan,26,2018,2018,35-39 years,35-39,Female,F,27,300651,9
,Colon and Rectum,21041-21052,Michigan,26,2018,2018,40-44 years,40-44,Female,F,50,284142,17.6
,Colon and Rectum,21041-21052,Michigan,26,2018,2018,45-49 years,45-49,Female,F,113,318936,35.4
,Colon and Rectum,21041-21052,Michigan,26,2018,2018,50-54 years,50-54,Female,F,191,334345,57.1
,Colon and Rectum,21041-21052,Michigan,26,2018,2018,55-59 years,55-59,Female,F,181,365913,49.5
,Colon and Rectum,21041-21052,Michigan,26,2018,2018,60-64 years ,60-64,Female,F,214,355506,60.2
,Colon and Rectum,21041-21052,Michigan,26,2018,2018,65-69 years,65-69,Female,F,279,299902,93
,Colon and Rectum,21041-21052,Michigan,26,2018,2018,70-74 years,70-74,Female,F,282,230266,122.5
,Colon and Rectum,21041-21052,Michigan,26,2018,2018,75-79 years,75-79,Female,F,248,165331,150
,Colon and Rectum,21041-21052,Michigan,26,2018,2018,80-84 years,80-84,Female,F,232,112995,205.3
,Colon and Rectum,21041-21052,Michigan,26,2018,2018,85+ years,85+,Female,F,301,137918,218.2
,Colon and Rectum,21041-21052,Minnesota,27,2018,2018,35-39 years,35-39,Female,F,16,188784,8.5
,Colon and Rectum,21041-21052,Minnesota,27,2018,2018,40-44 years,40-44,Female,F,20,160745,12.4
,Colon and Rectum,21041-21052,Minnesota,27,2018,2018,45-49 years,45-49,Female,F,66,166865,39.6
,Colon and Rectum,21041-21052,Minnesota,27,2018,2018,50-54 years,50-54,Female,F,95,176933,53.7
,Colon and Rectum,21041-21052,Minnesota,27,2018,2018,55-59 years,55-59,Female,F,101,198866,50.8
,Colon and Rectum,21041-21052,Minnesota,27,2018,2018,60-64 years ,60-64,Female,F,101,182264,55.4
,Colon and Rectum,21041-21052,Minnesota,27,2018,2018,65-69 years,65-69,Female,F,139,151204,91.9
,Colon and Rectum,21041-21052,Minnesota,27,2018,2018,70-74 years,70-74,Female,F,122,113281,107.7
,Colon and Rectum,21041-21052,Minnesota,27,2018,2018,75-79 years,75-79,Female,F,131,82833,158.1
,Colon and Rectum,21041-21052,Minnesota,27,2018,2018,80-84 years,80-84,Female,F,126,59232,212.7
,Colon and Rectum,21041-21052,Minnesota,27,2018,2018,85+ years,85+,Female,F,213,78603,271
,Colon and Rectum,21041-21052,Mississippi,28,2018,2018,35-39 years,35-39,Female,F,18,97268,18.5
,Colon and Rectum,21041-21052,Mississippi,28,2018,2018,40-44 years,40-44,Female,F,21,90670,23.2
,Colon and Rectum,21041-21052,Mississippi,28,2018,2018,45-49 years,45-49,Female,F,37,95538,38.7
,Colon and Rectum,21041-21052,Mississippi,28,2018,2018,50-54 years,50-54,Female,F,62,95516,64.9
,Colon and Rectum,21041-21052,Mississippi,28,2018,2018,55-59 years,55-59,Female,F,82,103965,78.9
,Colon and Rectum,21041-21052,Mississippi,28,2018,2018,60-64 years ,60-64,Female,F,112,98777,113.4
,Colon and Rectum,21041-21052,Mississippi,28,2018,2018,65-69 years,65-69,Female,F,127,84305,150.6
,Colon and Rectum,21041-21052,Mississippi,28,2018,2018,70-74 years,70-74,Female,F,108,66236,163.1
,Colon and Rectum,21041-21052,Mississippi,28,2018,2018,75-79 years,75-79,Female,F,89,48218,184.6
,Colon and Rectum,21041-21052,Mississippi,28,2018,2018,80-84 years,80-84,Female,F,76,33255,228.5
,Colon and Rectum,21041-21052,Mississippi,28,2018,2018,85+ years,85+,Female,F,82,34923,234.8
,Colon and Rectum,21041-21052,Missouri,29,2018,2018,35-39 years,35-39,Female,F,20,197715,10.1
,Colon and Rectum,21041-21052,Missouri,29,2018,2018,40-44 years,40-44,Female,F,20,176420,11.3
,Colon and Rectum,21041-21052,Missouri,29,2018,2018,45-49 years,45-49,Female,F,72,187201,38.5
,Colon and Rectum,21041-21052,Missouri,29,2018,2018,50-54 years,50-54,Female,F,111,194053,57.2
,Colon and Rectum,21041-21052,Missouri,29,2018,2018,55-59 years,55-59,Female,F,135,220345,61.3
,Colon and Rectum,21041-21052,Missouri,29,2018,2018,60-64 years ,60-64,Female,F,152,207860,73.1
,Colon and Rectum,21041-21052,Missouri,29,2018,2018,65-69 years,65-69,Female,F,172,176260,97.6
,Colon and Rectum,21041-21052,Missouri,29,2018,2018,70-74 years,70-74,Female,F,186,139347,133.5
,Colon and Rectum,21041-21052,Missouri,29,2018,2018,75-79 years,75-79,Female,F,180,102563,175.5
,Colon and Rectum,21041-21052,Missouri,29,2018,2018,80-84 years,80-84,Female,F,161,71484,225.2
,Colon and Rectum,21041-21052,Missouri,29,2018,2018,85+ years,85+,Female,F,211,86604,243.6
,Colon and Rectum,21041-21052,Montana,30,2018,2018,50-54 years,50-54,Female,F,16,30784,52
,Colon and Rectum,21041-21052,Montana,30,2018,2018,65-69 years,65-69,Female,F,28,34462,81.2
,Colon and Rectum,21041-21052,Montana,30,2018,2018,70-74 years,70-74,Female,F,23,25249,91.1
,Colon and Rectum,21041-21052,Montana,30,2018,2018,75-79 years,75-79,Female,F,33,17552,188
,Colon and Rectum,21041-21052,Montana,30,2018,2018,80-84 years,80-84,Female,F,17,11767,144.5
,Colon and Rectum,21041-21052,Montana,30,2018,2018,85+ years,85+,Female,F,33,14007,235.6
,Colon and Rectum,21041-21052,Nebraska,31,2018,2018,50-54 years,50-54,Female,F,33,54696,60.3
,Colon and Rectum,21041-21052,Nebraska,31,2018,2018,55-59 years,55-59,Female,F,40,63140,63.4
,Colon and Rectum,21041-21052,Nebraska,31,2018,2018,60-64 years ,60-64,Female,F,43,59796,71.9
,Colon and Rectum,21041-21052,Nebraska,31,2018,2018,65-69 years,65-69,Female,F,49,51262,95.6
,Colon and Rectum,21041-21052,Nebraska,31,2018,2018,70-74 years,70-74,Female,F,64,38172,167.7
,Colon and Rectum,21041-21052,Nebraska,31,2018,2018,75-79 years,75-79,Female,F,59,27812,212.1
,Colon and Rectum,21041-21052,Nebraska,31,2018,2018,80-84 years,80-84,Female,F,50,21229,235.5
,Colon and Rectum,21041-21052,Nebraska,31,2018,2018,85+ years,85+,Female,F,65,27819,233.7
,Colon and Rectum,21041-21052,New Hampshire,33,2018,2018,45-49 years,45-49,Female,F,20,45251,44.2
